,,,,,,,,,,,, 
Rol de Procedimentos e Eventos em Saúde,,,,,,,,,,,, 
"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,, 
,,,,,,,,,,,, 
PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO 
EMBOLIZAÇÃO DE HEMORRAGIA DIGESTIVA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIOVENOSA CEREBRAL OU MEDULAR,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE PSEUDOANEURISMA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE RAMO PORTAL,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE RAMOS HIPOGÁSTRICOS PARA TRATAMENTO DE SANGRAMENTO GINECOLÓGICO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE TUMOR - QUALQUER LOCALIZAÇÃO (EXCETO PARA ARTÉRIA UTERINA),,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE VARIZES ESOFAGIANAS OU GÁSTRICAS,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE VEIA ESPERMÁTICA PARA TRATAMENTO DE VARICOCELE,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO ESPLÊNICA PARA TRATAMENTO DE HIPERESPLENISMO OU OUTRA SITUAÇÃO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO PARA TRATAMENTO DE EPISTAXE,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO PARA TRATAMENTO DE IMPOTÊNCIA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO PULMONAR PARA TRATAMENTO DE FÍSTULA ARTERIOVENOSA OU OUTRA SITUAÇÃO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO SELETIVA DE FÍSTULA OU ANEURISMA RENAL PARA TRATAMENTO DE HEMATÚRIA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESCLEROSE PERCUTÂNEA DE CISTO PANCREÁTICO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESCLEROSE PERCUTÂNEA DE MALFORMAÇÕES VENOSAS,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"ESCLEROSE PERCUTÂNEA DE NÓDULOS BENIGNOS DIRIGIDA OU NÃO POR RX, US, TC, RM",,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"EXÉRESE PERCUTÂNEA DE TUMOR ORIENTADA POR RX, US, TC OU RM",,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
GASTROSTOMIA PERCUTÂNEA ORIENTADA POR RX OU TC,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMPLANTE DE ENDOPRÓTESE EM ANEURISMA OU DISSECÇÃO DE AORTA ABDOMINAL OU TORÁCICA COM STENT REVESTIDO (STENT-GRAFT),,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LITOTRIPSIA MECÂNICA DE CÁLCULOS RENAIS ORIENTADA POR RX OU US,,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MANIPULAÇÃO DE DRENOS PÓS-DRENAGEM ORIENTADA OU NÃO POR IMAGEM,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"NEFROSTOMIA PERCUTÂNEA ORIENTADA POR RX, US, TC OU RM",,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
OSTEOPLASTIA OU DISCECTOMIA PERCUTÂNEA (VERTEBROPLASTIA),,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PARACENTESE ORIENTADA POR RX OU US,,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PIELOGRAFIA PERCUTÂNEA ORIENTADA POR MÉTODOS DE IMAGEM,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PUNÇÃO ASPIRATIVA OU BIÓPSIA ORIENTADA POR IMAGEM,,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUIMIOEMBOLIZAÇÃO PARA TRATAMENTO DE TUMOR HEPÁTICO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUIMIOTERAPIA POR CATETER,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUIMIOTERAPIA SISTÊMICA,,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUIMIOTERAPIA SISTÊMICA COM ISOLAMENTO PROTETOR,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REPERMEABILIZAÇÃO/RECANALIZAÇÃO TUBÁRIA - EXCETO PARA REVERSÃO DE LAQUEADURA TUBÁRIA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RECANALIZAÇÃO TUBÁRIA LAPAROSCÓPICA - EXCETO PARA REVERSÃO DE LAQUEADURA TUBÁRIA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"RETIRADA PERCUTÂNEA DE CÁLCULOS BILIARES ORIENTADA POR RX, US OU TC",,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"RETIRADA PERCUTÂNEA DE CÁLCULOS RENAIS ORIENTADA POR RX, US OU TC",,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RETIRADA PERCUTÂNEA DE CORPO ESTRANHO INTRAVASCULAR,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SINUSOGRAFIA (ABSCESSOGRAFIA),,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPS - ANASTOMOSE PORTO-CAVA PERCUTÂNEA PARA TRATAMENTO DE HIPERTENSÃO PORTAL,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRAQUEOTOMIA PERCUTÂNEA ORIENTADA POR RX OU TC,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DO VASOESPASMO,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TROMBECTOMIA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TROMBÓLISE MEDICAMENTOSA ARTERIAL OU VENOSA,,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO ARTERIAL DE MEMBROS INFERIORES,,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO ARTERIAL DE MEMBROS SUPERIORES,,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO DE AORTA E ARTÉRIAS RENAIS,,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO DE AORTA E ILÍACAS,,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO DE ARTÉRIAS VISCERAIS (MESENTÉRICAS SUPERIOR E INFERIOR E TRONCO CELÍACO),,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO DE HEMANGIOMA,,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOPPLER COLORIDO DE ÓRGÃOS OU ESTRUTURAS (INCLUI CORAÇÃO),,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
